sampleid,taxa,count,measurement,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43
P20105212001,chironomidae,3,HW,0.27,0.26,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,hirudinea,1,BL,7.27,5.91,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,oligochaeta,1,BL,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,sialidae,5,BL,4.68,8.18,5.25,7.02,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,sialidae,5,HW,0.86,1.31,1.03,1.23,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212001,chironomidae,43,BL,18.51,20.02,7,7.2,26.11,4.57,23.11,6.5,3.58,5.13,6.52,5.07,19.29,7.29,6.6,22.17,4.55,4.25,6.45,6.65,21.58,8.8,4.28,4.61,4.44,7.14,4.21,4.6,6.88,6.07,5.61,4.17,6.22,5.08,5.26,5.99,6.3,6.62,6.03,6.11,7.15,5.11,4.16
P20105212001,chironomidae,43,HW,0.58,0.77,0.47,0.43,0.62,0.35,0.6,0.5,0.29,0.31,0.35,0.32,0.55,0.43,0.38,0.52,0.38,0.3,0.37,0.34,0.55,0.55,0.35,0.34,0.28,0.35,0.33,0.33,0.52,0.34,0.34,0.28,0.34,0.3,0.39,0.37,0.5,0.34,0.37,0.33,0.36,0.37,0.52
P20105212001,sphaeriidae,31,SL,3.14,2.83,2.34,2.66,2.89,2.65,2.32,3.26,3.4,3.27,1.87,1.72,3.31,2.8,1.97,2.65,2.85,3.11,1.98,1.7,1.66,1.48,1.58,2.21,1.53,1.6,1.74,1.53,1.54,1.57,1.73,,,,,,,,,,,,
P20105212001,gammaridae,1,BL,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,chironomidae,6,BL,4.94,5.76,5.76,4.15,5.32,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,chironomidae,6,HW,0.35,0.36,0.38,0.34,0.3,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,oligochaeta,8,BL,16.25,27.48,16.72,10.56,15.88,8.58,8.95,9.11,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,gammaridae,3,BL,4.24,1.64,2.42,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,sphaeriidae,4,SL,2.16,1.34,3.22,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,physidae,1,SL,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,physidae,1,AL,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,physidae,1,AW,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,ceratopogonidae,3,BL,13.11,12.24,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20105212002,ceratopogonidae,3,HW,0.36,0.3,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206001,chironomidae,17,BL,62.31,8.97,20.51,11.21,64.79,8.47,15.98,52.03,11.91,62.54,58.34,5.46,13.16,53.12,59.22,3.18,44.53,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206001,chironomidae,17,HW,0.66,0.48,0.68,0.48,0.64,0.22,0.53,0.57,0.54,0.58,0.58,0.35,0.53,0.62,0.65,0.36,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206001,oligochaeta,16,BL,13.37,10.64,9.75,6,3.98,9.5,10.56,21.74,8.12,19.84,8.74,3.39,4.47,3.12,3.85,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206001,sphaeriidae,1,BL,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,chironomidae,15,BL,43.7,44.31,48.36,45.12,45.08,37.5,45.29,44.44,43.38,50.35,45.82,47.85,49.59,51.1,44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,chironomidae,15,HW,0.57,0.62,0.66,0.58,0.55,0.55,0.57,0.53,0.65,0.53,0.77,0.46,0.63,0.54,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,oligochaeta,10,BL,7.11,4.08,4.52,3.04,4.72,4.19,3.84,3.26,4.39,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,gammaridae,1,BL,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,sphaeriidae,1,SL,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206003,dreissenidae,15,SL,15.57,15.78,8.49,9.19,14.89,14.26,13.44,16.71,12.22,14.57,18.69,12.33,14.84,16.45,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206004,sphaeriidae,14,SL,6.07,1.76,2.69,2.23,2.27,3,3.26,3.28,1.6,2.22,2.14,2.44,2.07,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206004,oligochaeta,6,BL,10.44,4.95,5.79,7.31,4.26,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206004,chironomidae,2,BL,5.89,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206004,chironomidae,2,HW,0.4,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,sphaeriidae,8,SL,4.05,3.63,3.16,2.36,2.53,3.66,3.13,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,oligochaeta,5,BL,11.94,18.9,15.94,8.88,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,chironomidae,15,BL,5.4,48.91,53.21,45.8,20.43,39.67,12.67,17.87,49.58,19.41,5.05,8.15,51.81,54.32,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,chironomidae,15,HW,0.39,0.54,0.6,0.51,0.48,0.58,0.57,0.56,0.72,0.42,0.28,0.21,0.59,0.6,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,trichoptera,1,BL,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,trichoptera,1,HW,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,sialidae,2,BL,12.13,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,sialidae,2,HW,1.91,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20113206005,dreissenidae,3,SL,6.05,5.4,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205001,chironomidae,1,BL,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205001,chironomidae,1,HW,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205001,oligochaeta,5,BL,1.85,3.29,17.59,3.95,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205002,chironomidae,5,BL,6.68,6.85,12.16,4.49,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205002,chironomidae,5,HW,0.34,0.32,0.39,0.36,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205002,oligochaeta,4,BL,3.61,2.51,4.39,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205003,chironomidae,3,BL,6.37,5.59,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205003,chironomidae,3,HW,0.43,0.35,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205003,chaoboridae,1,ASL,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205003,chaoboridae,1,BL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205004,chironomidae,5,BL,5,7.6,3.93,10.18,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205004,chironomidae,5,HW,0.3,0.52,0.3,0.46,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205004,chaoboridae,1,ASL,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P20406205004,chaoboridae,1,BL,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
